NomeMun;SiglaUF;DIVUR_N3;Latitude;Longitude
Maçambará;RS;São Borja;-29,14;-56,06
Mampituba;RS;Torres;-29,21;-49,93
Manoel Viana;RS;Alegrete;-29,58;-55,48
Maquiné;RS;Osório;-29,67;-50,2
Maratá;RS;Montenegro;-29,54;-51,55
Marau;RS;Marau;-28,44;-52,2
Marcelino Ramos;RS;Erechim;-27,46;-51,9
Mariana Pimentel;RS;Porto Alegre;-30,35;-51,58
Mariano Moro;RS;Erechim;-27,35;-52,14
Marques de Souza;RS;Lajeado;-29,32;-52,09
Mata;RS;Santa Maria;-29,56;-54,46
Mato Castelhano;RS;Passo Fundo;-28,27;-52,19
Mato Leitão;RS;Venâncio Aires;-29,52;-52,12
Mato Queimado;RS;Cerro Largo;;
Maximiliano de Almeida;RS;Erechim;-27,63;-51,8
Minas do Leão;RS;São Jerônimo;-30,12;-52,04
Miraguaí;RS;Tenente Portela;-27,49;-53,68
Montauri;RS;Marau;-28,65;-52,07
Monte Alegre dos Campos;RS;Vacaria;-28,68;-50,78
Monte Belo do Sul;RS;Bento Gonçalves;-29,16;-51,63
Montenegro;RS;Montenegro;-29,68;-51,46
Mormaço;RS;Soledade;-28,69;-52,69
Morrinhos do Sul;RS;Torres;-29,36;-49,93
Morro Redondo;RS;Pelotas - Rio Grande;-31,58;-52,63
Morro Reuter;RS;Novo Hamburgo - São Leopoldo;-29,53;-51,08
Mostardas;RS;Porto Alegre;-31,1;-50,92
Muçum;RS;Encantado;-29,16;-51,86
Muitos Capões;RS;Vacaria;-28,31;-51,18
Muliterno;RS;Marau;-28,32;-51,76
Não-Me-Toque;RS;Carazinho;-28,45;-52,82
Nicolau Vergueiro;RS;Passo Fundo;-28,53;-52,46
Nonoai;RS;Chapecó;-27,36;-52,77
Nova Alvorada;RS;Marau;-28,67;-52,16
Nova Araçá;RS;Nova Prata;-28,65;-51,74
Nova Bassano;RS;Nova Prata;-28,72;-51,7
Nova Boa Vista;RS;Carazinho;-27,99;-52,97
Nova Bréscia;RS;Encantado;-29,21;-52,02
Nova Candelária;RS;Três de Maio;-27,6;-54,1
Nova Esperança do Sul;RS;Santiago;-29,41;-54,82
Nova Hartz;RS;Novo Hamburgo - São Leopoldo;-29,58;-50,9
Nova Pádua;RS;Caxias do Sul;-29,02;-51,3
Nova Palma;RS;Santa Maria;-29,47;-53,46
Nova Petrópolis;RS;Caxias do Sul;-29,37;-51,11
Nova Prata;RS;Nova Prata;-28,78;-51,61
Nova Ramada;RS;Ijuí;-28,06;-53,69
Nova Roma do Sul;RS;Caxias do Sul;-28,99;-51,4
Nova Santa Rita;RS;Porto Alegre;-29,85;-51,27
Novo Cabrais;RS;Cachoeira do Sul;-29,73;-52,94
Novo Hamburgo;RS;Novo Hamburgo - São Leopoldo;-29,67;-51,13
Novo Machado;RS;Santa Rosa;-27,57;-54,5
Novo Tiradentes;RS;Frederico Westphalen;-27,56;-53,18
Novo Xingu;RS;Carazinho;;
Novo Barreiro;RS;Palmeira das Missões;-27,9;-53,1
Osório;RS;Osório;-29,88;-50,27
Paim Filho;RS;Erechim;-27,71;-51,76
Palmares do Sul;RS;Porto Alegre;-30,25;-50,51
Palmeira das Missões;RS;Palmeira das Missões;-27,89;-53,31
Palmitinho;RS;Frederico Westphalen;-27,35;-53,55
Panambi;RS;Cruz Alta;-28,29;-53,5
Pantano Grande;RS;Santa Cruz do Sul;-30,19;-52,37
Paraí;RS;Nova Prata;-28,59;-51,78
Paraíso do Sul;RS;Cachoeira do Sul;-29,66;-53,14
Pareci Novo;RS;Montenegro;-29,63;-51,39
Parobé;RS;Novo Hamburgo - São Leopoldo;-29,62;-50,83
Passa Sete;RS;Sobradinho;-29,45;-52,96
Passo do Sobrado;RS;Venâncio Aires;-29,74;-52,27
Passo Fundo;RS;Passo Fundo;-28,26;-52,4
Paulo Bento;RS;Erechim;;
Paverama;RS;Estrela;-29,55;-51,73
Pedras Altas;RS;Bagé;;
Pedro Osório;RS;Pelotas - Rio Grande;-31,86;-52,82
Pejuçara;RS;Cruz Alta;-28,42;-53,65
Pelotas;RS;Pelotas - Rio Grande;-31,77;-52,34
Picada Café;RS;Caxias do Sul;-29,44;-51,13
Pinhal;RS;Frederico Westphalen;-27,51;-53,21
Pinhal da Serra;RS;Vacaria;;
Pinhal Grande;RS;Santa Maria;-29,34;-53,3
Pinheirinho do Vale;RS;Frederico Westphalen;-27,21;-53,61
Pinheiro Machado;RS;Bagé;-31,57;-53,38
Pirapó;RS;São Luiz Gonzaga;-28,04;-55,19
Piratini;RS;Pelotas - Rio Grande;-31,44;-53,1
Planalto;RS;Chapecó;-27,32;-53,05
Poço das Antas;RS;Estrela;-29,45;-51,67
Pontão;RS;Passo Fundo;-28,05;-52,67
Ponte Preta;RS;Erechim;-27,65;-52,48
Portão;RS;Novo Hamburgo - São Leopoldo;-29,7;-51,24
Porto Alegre;RS;Porto Alegre;-30,03;-51,23
Porto Lucena;RS;Santa Rosa;-27,85;-55,01
Porto Mauá;RS;Santa Rosa;-27,57;-54,66
Porto Vera Cruz;RS;Santa Rosa;-27,73;-54,9
Porto Xavier;RS;Cerro Largo;-27,9;-55,13
Pouso Novo;RS;Lajeado;-29,17;-52,2
Presidente Lucena;RS;Novo Hamburgo - São Leopoldo;-29,51;-51,17
Progresso;RS;Lajeado;-29,24;-52,31
Protásio Alves;RS;Nova Prata;-28,75;-51,47
Putinga;RS;Soledade;-29;-52,15
Quaraí;RS;Sant' Ana do Livramento;-30,38;-56,45
Quatro Irmãos;RS;Erechim;;
Quevedos;RS;Santa Maria;-29,35;-54,07
Quinze de Novembro;RS;Ibirubá;-28,74;-53,09
Redentora;RS;Três Passos;-27,66;-53,63
Relvado;RS;Encantado;-29,11;-52,07
Restinga Seca;RS;Santa Maria;-29,81;-53,37
Rio dos Índios;RS;Chapecó;-27,3;-52,84
Rio Grande;RS;Pelotas - Rio Grande;-32,03;-52,09
Rio Pardo;RS;Santa Cruz do Sul;-29,99;-52,37
Riozinho;RS;Taquara;-29,64;-50,45
Roca Sales;RS;Encantado;-29,28;-51,86
Rodeio Bonito;RS;Frederico Westphalen;-27,47;-53,16
Rolador;RS;São Luiz Gonzaga;;
Rolante;RS;Taquara;-29,65;-50,57
Ronda Alta;RS;Passo Fundo;-27,76;-52,8
Rondinha;RS;Carazinho;-27,82;-52,91
Roque Gonzales;RS;Cerro Largo;-28,13;-55,02
Rosário do Sul;RS;Sant' Ana do Livramento;-30,25;-54,91
Sagrada Família;RS;Palmeira das Missões;-27,7;-53,13
Saldanha Marinho;RS;Carazinho;-28,39;-53,09
Salto do Jacuí;RS;Cruz Alta;-29,08;-53,21
Salvador das Missões;RS;Cerro Largo;-28,12;-54,83
Salvador do Sul;RS;Montenegro;-29,43;-51,51
Sananduva;RS;Sananduva;-27,95;-51,8
Santa Bárbara do Sul;RS;Cruz Alta;-28,35;-53,24
Santa Cecília do Sul;RS;Tapejara;;
Santa Clara do Sul;RS;Lajeado;-29,46;-52,08
Santa Cruz do Sul;RS;Santa Cruz do Sul;-29,71;-52,42
Santa Maria;RS;Santa Maria;-29,68;-53,8
Santa Maria do Herval;RS;Novo Hamburgo - São Leopoldo;-29,49;-50,99
Santa Margarida do Sul;RS;São Gabriel;;
Santana da Boa Vista;RS;Caçapava do Sul;-30,87;-53,11
Sant' Ana do Livramento;RS;Sant' Ana do Livramento;;
Santa Rosa;RS;Santa Rosa;-27,87;-54,48
Santa Tereza;RS;Bento Gonçalves;-29,16;-51,73
Santa Vitória do Palmar;RS;Pelotas - Rio Grande;-33,51;-53,36
Santiago;RS;Santiago;-29,19;-54,86
Santo Ângelo;RS;Santo Ângelo;-28,29;-54,26
Santo Antônio do Palma;RS;Marau;-28,49;-52,02
Santo Antônio da Patrulha;RS;Porto Alegre;-29,81;-50,52
Santo Antônio das Missões;RS;São Luiz Gonzaga;-28,51;-55,22
Santo Antônio do Planalto;RS;Carazinho;-28,39;-52,69
Santo Augusto;RS;Santo Augusto;-27,85;-53,77
Santo Cristo;RS;Santa Rosa;-27,82;-54,66
Santo Expedito do Sul;RS;Sananduva;-27,9;-51,64
São Borja;RS;São Borja;-28,66;-56
São Domingos do Sul;RS;Marau;-28,53;-51,88
São Francisco de Assis;RS;Santa Maria;-29,55;-55,13
São Francisco de Paula;RS;Caxias do Sul;-29,44;-50,58
São Gabriel;RS;São Gabriel;-30,33;-54,32
São Jerônimo;RS;São Jerônimo;-29,95;-51,72
São João da Urtiga;RS;Sananduva;-27,82;-51,82
São João do Polêsine;RS;Santa Maria;-29,61;-53,44
São Jorge;RS;Nova Prata;-28,49;-51,7
São José das Missões;RS;Palmeira das Missões;-27,78;-53,12
São José do Herval;RS;Soledade;-29,04;-52,29
São José do Hortêncio;RS;Novo Hamburgo - São Leopoldo;-29,52;-51,25
São José do Inhacorá;RS;Três de Maio;-27,72;-54,12
São José do Norte;RS;Pelotas - Rio Grande;-32,01;-52,04
São José do Ouro;RS;Lagoa Vermelha;-27,76;-51,59
São José do Sul;RS;Montenegro;;
São José dos Ausentes;RS;Caxias do Sul;-28,74;-50,06
São Leopoldo;RS;Novo Hamburgo - São Leopoldo;-29,76;-51,14
São Lourenço do Sul;RS;Pelotas - Rio Grande;-31,36;-51,97
São Luiz Gonzaga;RS;São Luiz Gonzaga;-28,4;-54,96
São Marcos;RS;Caxias do Sul;-28,97;-51,06
São Martinho;RS;Três Passos;-27,7;-53,96
São Martinho da Serra;RS;Santa Maria;-29,53;-53,85
São Miguel das Missões;RS;Santo Ângelo;-28,56;-54,55
São Nicolau;RS;São Luiz Gonzaga;-28,18;-55,26
São Paulo das Missões;RS;Santa Rosa;-28,02;-54,93
São Pedro da Serra;RS;Montenegro;-29,42;-51,51
São Pedro das Missões;RS;Palmeira das Missões;;
São Pedro do Butiá;RS;Cerro Largo;-28,12;-54,88
São Pedro do Sul;RS;Santa Maria;-29,62;-54,17
São Sebastião do Caí;RS;Novo Hamburgo - São Leopoldo;-29,58;-51,37
São Sepé;RS;Santa Maria;-30,16;-53,56
São Valentim;RS;Erechim;-27,55;-52,52
São Valentim do Sul;RS;Bento Gonçalves;-29,04;-51,76
São Valério do Sul;RS;Santo Augusto;-27,78;-53,93
São Vendelino;RS;Caxias do Sul;-29,36;-51,37
São Vicente do Sul;RS;Santa Maria;-29,69;-54,67
Sapiranga;RS;Novo Hamburgo - São Leopoldo;-29,63;-51
Sapucaia do Sul;RS;Porto Alegre;-29,83;-51,14
Sarandi;RS;Carazinho;-27,94;-52,92
Seberi;RS;Frederico Westphalen;-27,47;-53,4
Sede Nova;RS;Três Passos;-27,63;-53,94
Segredo;RS;Sobradinho;-29,26;-53,01
Selbach;RS;Passo Fundo;-28,62;-52,95
Senador Salgado Filho;RS;Santa Rosa;-28,03;-54,54
Sentinela do Sul;RS;Porto Alegre;-30,61;-51,57
Serafina Corrêa;RS;Marau;-28,71;-51,93
Sério;RS;Lajeado;-29,38;-52,26
Sertão;RS;Passo Fundo;-27,98;-52,26
Sertão Santana;RS;Porto Alegre;-30,46;-51,6
Sete de Setembro;RS;Santo Ângelo;-28,13;-54,46
Severiano de Almeida;RS;Erechim;-27,43;-52,11
Silveira Martins;RS;Santa Maria;-29,64;-53,58
Sinimbu;RS;Santa Cruz do Sul;-29,53;-52,52
Sobradinho;RS;Sobradinho;-29,42;-53,02
Soledade;RS;Soledade;-28,81;-52,51
Tabaí;RS;Porto Alegre;-29,64;-51,68
Tapejara;RS;Tapejara;-28,06;-52,01
Tapera;RS;Passo Fundo;-28,62;-52,87
Tapes;RS;Porto Alegre;-30,67;-51,39
Taquara;RS;Taquara;-29,65;-50,78
Taquari;RS;Porto Alegre;-29,8;-51,86
Taquaruçu do Sul;RS;Frederico Westphalen;-27,4;-53,46
Tavares;RS;Porto Alegre;-31,28;-51,09
Tenente Portela;RS;Tenente Portela;-27,37;-53,75
Terra de Areia;RS;Capão da Canoa;-29,58;-50,07
Teutônia;RS;Estrela;-29,44;-51,8
Tio Hugo;RS;Passo Fundo;;
Tiradentes do Sul;RS;Três Passos;-27,39;-54,08
Toropi;RS;Santa Maria;-29,47;-54,22
Torres;RS;Torres;-29,33;-49,72
Tramandaí;RS;Porto Alegre;-29,98;-50,13
Travesseiro;RS;Lajeado;-29,29;-52,05
Três Arroios;RS;Erechim;-27,49;-52,14
Três Cachoeiras;RS;Torres;-29,45;-49,92
Três Coroas;RS;Taquara;-29,51;-50,77
Três de Maio;RS;Três de Maio;-27,77;-54,24
Três Forquilhas;RS;Torres;-29,53;-50,06
Três Palmeiras;RS;Passo Fundo;-27,61;-52,84
Três Passos;RS;Três Passos;-27,45;-53,93
Trindade do Sul;RS;Chapecó;-27,52;-52,89
Triunfo;RS;Porto Alegre;-29,94;-51,71
Tucunduva;RS;Santa Rosa;-27,65;-54,44
Tunas;RS;Sobradinho;-29,1;-52,95
Tupanci do Sul;RS;Lagoa Vermelha;-27,92;-51,53
Tupanciretã;RS;Cruz Alta;-29,08;-53,83
Tupandi;RS;Novo Hamburgo - São Leopoldo;-29,47;-51,42
Tuparendi;RS;Santa Rosa;-27,75;-54,48
Turuçu;RS;Pelotas - Rio Grande;-31,42;-52,17
Ubiretama;RS;Cerro Largo;-28,04;-54,68
União da Serra;RS;Guaporé;-28,79;-52,03
Unistalda;RS;Santiago;-29,04;-55,15
Uruguaiana;RS;Uruguaiana;-29,75;-57,08
Vacaria;RS;Vacaria;-28,51;-50,93
Vale Verde;RS;Santa Cruz do Sul;-29,78;-52,18
Vale do Sol;RS;Santa Cruz do Sul;-29,6;-52,68
Vale Real;RS;Caxias do Sul;-29,39;-51,25
Vanini;RS;Marau;-28,47;-51,84
Venâncio Aires;RS;Venâncio Aires;-29,6;-52,19
Vera Cruz;RS;Santa Cruz do Sul;-29,71;-52,5
Veranópolis;RS;Bento Gonçalves;-28,93;-51,54
Vespasiano Correa;RS;Encantado;-29,06;-51,85
Viadutos;RS;Erechim;-27,56;-52,02
Viamão;RS;Porto Alegre;-30,08;-51,02
Vicente Dutra;RS;Frederico Westphalen;-27,16;-53,4
Victor Graeff;RS;Passo Fundo;-28,56;-52,74
Vila Flores;RS;Bento Gonçalves;-28,86;-51,53
Vila Lângaro;RS;Tapejara;-28,1;-52,14
Vila Maria;RS;Marau;-28,53;-52,15
Vila Nova do Sul;RS;São Gabriel;-30,34;-53,88
Vista Alegre;RS;Frederico Westphalen;-27,36;-53,49
Vista Alegre do Prata;RS;Guaporé;-28,8;-51,79
Vista Gaúcha;RS;Tenente Portela;-27,29;-53,7
Vitória das Missões;RS;Santo Ângelo;-28,35;-54,49
Westfalia;RS;Estrela;;
Xangri-lá;RS;Capão da Canoa;-29,8;-50,04
Abdon Batista;SC;Curitibanos;-27,61;-51,02
Abelardo Luz;SC;Xanxerê;-26,56;-52,32
Agrolândia;SC;Rio do Sul;-27,41;-49,82
Agronômica;SC;Rio do Sul;-27,26;-49,71
Água Doce;SC;Joaçaba;-26,99;-51,55
Águas de Chapecó;SC;Chapecó;-27,07;-52,98
Águas Frias;SC;Chapecó;-26,88;-52,85
Águas Mornas;SC;Florianópolis;-27,69;-48,82
Alfredo Wagner;SC;Florianópolis;-27,7;-49,33
Alto Bela Vista;SC;Concórdia;-27,45;-51,87
Anchieta;SC;São Miguel do Oeste;-26,53;-53,33
Angelina;SC;Florianópolis;-27,56;-48,98
Anita Garibaldi;SC;Lages;-27,68;-51,13
Anitápolis;SC;Florianópolis;-27,9;-49,12
Antônio Carlos;SC;Florianópolis;-27,51;-48,76
Apiúna;SC;Blumenau;-27,03;-49,39
Arabutã;SC;Concórdia;-27,16;-52,14
Araquari;SC;Joinville;-26,37;-48,72
Araranguá;SC;Araranguá;-28,93;-49,48
Armazém;SC;Tubarão;-28,26;-49,01
Arroio Trinta;SC;Videira;-26,93;-51,33
Arvoredo;SC;Chapecó;-27,07;-52,45
Ascurra;SC;Blumenau;-26,95;-49,37
Atalanta;SC;Rio do Sul;-27,42;-49,78
Aurora;SC;Rio do Sul;-27,31;-49,63
Balneário Arroio do Silva;SC;Araranguá;-28,98;-49,41
Balneário Camboriú;SC;Balneário Camboriú;-26,99;-48,63
Balneário Barra do Sul;SC;Joinville;-26,45;-48,61
Balneário Gaivota;SC;Araranguá;-29,15;-49,57
Bandeirante;SC;São Miguel do Oeste;-26,76;-53,63
Barra Bonita;SC;São Miguel do Oeste;-26,65;-53,44
Barra Velha;SC;Joinville;-26,63;-48,68
Bela Vista do Toldo;SC;Mafra;-26,27;-50,46
Belmonte;SC;São Miguel do Oeste;-26,84;-53,57
Benedito Novo;SC;Timbó;-26,78;-49,36
Biguaçu;SC;Florianópolis;-27,49;-48,65
Blumenau;SC;Blumenau;-26,91;-49,06
Bocaina do Sul;SC;Lages;-27,74;-49,94
Bombinhas;SC;Balneário Camboriú;-27,13;-48,51
Bom Jardim da Serra;SC;Lages;-28,33;-49,62
Bom Jesus;SC;Xanxerê;-26,73;-52,39
Bom Jesus do Oeste;SC;Maravilha;-26,69;-53,09
Bom Retiro;SC;Lages;-27,79;-49,48
Botuverá;SC;Brusque;-27,19;-49,07
Braço do Norte;SC;Braço do Norte;-28,27;-49,16
Braço do Trombudo;SC;Rio do Sul;-27,35;-49,88
Brunópolis;SC;Curitibanos;-27,3;-50,86
Brusque;SC;Brusque;-27,09;-48,91
Caçador;SC;Caçador;-26,77;-51,01
Caibi;SC;Chapecó;-27,07;-53,24
Calmon;SC;Caçador;-26,6;-51,09
Camboriú;SC;Balneário Camboriú;-27,02;-48,65
Capão Alto;SC;Lages;-27,93;-50,51
Campo Alegre;SC;São Bento do Sul;-26,19;-49,26
Campo Belo do Sul;SC;Lages;-27,89;-50,76
Campo Erê;SC;São Lourenço do Oeste;-26,39;-53,07
Campos Novos;SC;Campos Novos;-27,4;-51,22
Canelinha;SC;Tijucas;-27,26;-48,76
Canoinhas;SC;Mafra;-26,17;-50,39
Capinzal;SC;Joaçaba;-27,34;-51,61
Capivari de Baixo;SC;Tubarão;-28,44;-48,95
Catanduvas;SC;Joaçaba;-27,07;-51,66
Caxambu do Sul;SC;Chapecó;-27,16;-52,87
Celso Ramos;SC;Campos Novos;-27,63;-51,33
Cerro Negro;SC;Lages;-27,79;-50,87
Chapadão do Lageado;SC;Rio do Sul;-27,59;-49,55
Chapecó;SC;Chapecó;-27,09;-52,61
Cocal do Sul;SC;Criciúma;-28,6;-49,32
Concórdia;SC;Concórdia;-27,23;-52,02
Cordilheira Alta;SC;Chapecó;-26,98;-52,6
Coronel Freitas;SC;Chapecó;-26,9;-52,7
Coronel Martins;SC;Xanxerê;-26,51;-52,66
Corupá;SC;Joinville;-26,42;-49,24
Correia Pinto;SC;Lages;-27,58;-50,36
Criciúma;SC;Criciúma;-28,67;-49,37
Cunha Porã;SC;Maravilha;-26,89;-53,16
Cunhataí;SC;Chapecó;-26,96;-53,09
Curitibanos;SC;Curitibanos;-27,28;-50,58
Descanso;SC;São Miguel do Oeste;-26,82;-53,5
Dionísio Cerqueira;SC;São Miguel do Oeste;-26,25;-53,64
Dona Emma;SC;Rio do Sul;-26,98;-49,72
Doutor Pedrinho;SC;Timbó;-26,71;-49,48
Entre Rios;SC;Xanxerê;-26,72;-52,56
Ermo;SC;Araranguá;-28,98;-49,64
Erval Velho;SC;Joaçaba;-27,27;-51,44
Faxinal dos Guedes;SC;Xanxerê;-26,85;-52,26
Flor do Sertão;SC;Maravilha;-26,77;-53,34
Florianópolis;SC;Florianópolis;-27,59;-48,54
Formosa do Sul;SC;Chapecó;-26,64;-52,79
Forquilhinha;SC;Criciúma;-28,74;-49,47
Fraiburgo;SC;Videira;-27,02;-50,92
Frei Rogério;SC;Curitibanos;-27,17;-50,8
Galvão;SC;São Lourenço do Oeste;-26,45;-52,68
Garopaba;SC;Florianópolis;-28,02;-48,61
Garuva;SC;Joinville;-26,02;-48,85
Gaspar;SC;Blumenau;-26,93;-48,95
Governador Celso Ramos;SC;Florianópolis;-27,31;-48,55
Grão Pará;SC;Braço do Norte;-28,18;-49,21
Gravatal;SC;Tubarão;-28,33;-49,03
Guabiruba;SC;Brusque;-27,08;-48,98
Guaraciaba;SC;São Miguel do Oeste;-26,59;-53,51
Guaramirim;SC;Joinville;-26,47;-49
Guarujá do Sul;SC;São Miguel do Oeste;-26,38;-53,52
Guatambú;SC;Chapecó;-27,13;-52,78
Herval d'Oeste;SC;Joaçaba;-27,19;-51,49
Ibiam;SC;Videira;-27,18;-51,23
Ibicaré;SC;Joaçaba;-27,09;-51,36
Ibirama;SC;Rio do Sul;-27,05;-49,51
Içara;SC;Criciúma;-28,71;-49,3
Ilhota;SC;Itajaí;-26,9;-48,82
Imaruí;SC;Imbituba;-28,34;-48,82
Imbituba;SC;Imbituba;-28,24;-48,67
Imbuia;SC;Rio do Sul;-27,49;-49,42
Indaial;SC;Blumenau;-26,89;-49,23
Iomerê;SC;Videira;-27;-51,24
Ipira;SC;Concórdia;-27,4;-51,77
Iporã do Oeste;SC;São Miguel do Oeste;-26,98;-53,53
Ipuaçu;SC;Xanxerê;-26,63;-52,45
Ipumirim;SC;Concórdia;-27,07;-52,13
Iraceminha;SC;Maravilha;-26,82;-53,27
Irani;SC;Concórdia;-27,02;-51,9
Irati;SC;Chapecó;-26,65;-52,89
Irineópolis;SC;Mafra;-26,23;-50,8
Itá;SC;Concórdia;-27,29;-52,32
Itaiópolis;SC;Mafra;-26,33;-49,9
Itajaí;SC;Itajaí;-26,9;-48,66
Itapema;SC;Balneário Camboriú;-27,09;-48,61
Itapiranga;SC;São Miguel do Oeste;-27,16;-53,71
Itapoá;SC;Joinville;-26,11;-48,61
Ituporanga;SC;Rio do Sul;-27,41;-49,6
Jaborá;SC;Joaçaba;-27,17;-51,73
Jacinto Machado;SC;Araranguá;-28,99;-49,76
Jaguaruna;SC;Tubarão;-28,61;-49,02
Jaraguá do Sul;SC;Joinville;-26,48;-49,06
Jardinópolis;SC;Chapecó;-26,72;-52,86
Joaçaba;SC;Joaçaba;-27,17;-51,5
Joinville;SC;Joinville;-26,3;-48,84
José Boiteux;SC;Rio do Sul;-26,95;-49,62
Jupiá;SC;São Lourenço do Oeste;-26,39;-52,72
Lacerdópolis;SC;Joaçaba;-27,26;-51,55
Lages;SC;Lages;-27,81;-50,32
Laguna;SC;Tubarão;-28,48;-48,78
Lajeado Grande;SC;Chapecó;-26,85;-52,56
Laurentino;SC;Rio do Sul;-27,21;-49,73
Lauro Muller;SC;Criciúma;-28,39;-49,39
Lebon Régis;SC;Caçador;-26,92;-50,69
Leoberto Leal;SC;Rio do Sul;-27,5;-49,28
Lindóia do Sul;SC;Concórdia;-27,05;-52,06
Lontras;SC;Rio do Sul;-27,16;-49,54
Luiz Alves;SC;Itajaí;-26,72;-48,93
Luzerna;SC;Joaçaba;-27,13;-51,46
Macieira;SC;Videira;-26,85;-51,37
Mafra;SC;Mafra;-26,11;-49,8
Major Gercino;SC;Brusque;-27,41;-48,95
Major Vieira;SC;Mafra;-26,36;-50,32
Maracajá;SC;Araranguá;-28,84;-49,45
Maravilha;SC;Maravilha;-26,76;-53,17
Marema;SC;Chapecó;-26,8;-52,62
Massaranduba;SC;Joinville;-26,61;-49
Matos Costa;SC;Caçador;-26,47;-51,14
Meleiro;SC;Araranguá;-28,82;-49,63
Mirim Doce;SC;Rio do Sul;-27,19;-50,07
Modelo;SC;Maravilha;-26,77;-53,05
Mondaí;SC;Chapecó;-27,1;-53,4
Monte Carlo;SC;Videira;-27,22;-50,98
Monte Castelo;SC;Mafra;-26,46;-50,23
Morro da Fumaça;SC;Criciúma;-28,65;-49,21
Morro Grande;SC;Araranguá;-28,8;-49,72
Navegantes;SC;Itajaí;-26,89;-48,65
Nova Erechim;SC;Chapecó;-26,9;-52,9
Nova Itaberaba;SC;Chapecó;-26,94;-52,81
Nova Trento;SC;Brusque;-27,28;-48,93
Nova Veneza;SC;Criciúma;-28,63;-49,49
Novo Horizonte;SC;São Lourenço do Oeste;-26,44;-52,83
Orleans;SC;Criciúma;-28,35;-49,29
Otacílio Costa;SC;Lages;-27,48;-50,12
Ouro;SC;Joaçaba;-27,34;-51,61
Ouro Verde;SC;Xanxerê;-26,69;-52,31
Paial;SC;Chapecó;-27,25;-52,49
Painel;SC;Lages;-27,92;-50,1
Palhoça;SC;Florianópolis;-27,64;-48,66
Palma Sola;SC;São Miguel do Oeste;-26,34;-53,27
Palmeira;SC;Lages;-27,58;-50,15
Palmitos;SC;Chapecó;-27,06;-53,16
Papanduva;SC;Mafra;-26,37;-50,14
Paraíso;SC;São Miguel do Oeste;-26,61;-53,67
Passo de Torres;SC;Araranguá;-29,31;-49,72
Passos Maia;SC;Xanxerê;-26,78;-52,05
Paulo Lopes;SC;Florianópolis;-27,96;-48,68
Pedras Grandes;SC;Tubarão;-28,43;-49,18
Penha;SC;Itajaí;-26,76;-48,64
Peritiba;SC;Concórdia;-27,37;-51,9
Petrolândia;SC;Rio do Sul;-27,53;-49,69
Balneário Piçarras;SC;Itajaí;;
Pinhalzinho;SC;Pinhalzinho;-26,84;-52,99
Pinheiro Preto;SC;Videira;-27,05;-51,23
Piratuba;SC;Joaçaba;-27,42;-51,77
Planalto Alegre;SC;Chapecó;-27,07;-52,86
Pomerode;SC;Blumenau;-26,74;-49,17
Ponte Alta;SC;Lages;-27,48;-50,38
Ponte Alta do Norte;SC;Curitibanos;-27,15;-50,46
Ponte Serrada;SC;Xanxerê;-26,87;-52,01
Porto Belo;SC;Balneário Camboriú;-27,15;-48,55
Porto União;SC;União da Vitória;-26,23;-51,07
Pouso Redondo;SC;Rio do Sul;-27,25;-49,93
Praia Grande;SC;Araranguá;-29,19;-49,95
Presidente Castello Branco;SC;Concórdia;;
Presidente Getúlio;SC;Rio do Sul;-27,05;-49,62
Presidente Nereu;SC;Rio do Sul;-27,27;-49,39
Princesa;SC;São Miguel do Oeste;-26,44;-53,59
Quilombo;SC;Chapecó;-26,72;-52,72
Rancho Queimado;SC;Florianópolis;-27,67;-49,02
Rio das Antas;SC;Videira;-26,89;-51,07
Rio do Campo;SC;Rio do Sul;-26,94;-50,14
Rio do Oeste;SC;Rio do Sul;-27,19;-49,79
Rio dos Cedros;SC;Timbó;-26,73;-49,27
Rio do Sul;SC;Rio do Sul;-27,21;-49,64
Rio Fortuna;SC;Braço do Norte;-28,13;-49,1
Rio Negrinho;SC;São Bento do Sul;-26,25;-49,51
Rio Rufino;SC;Lages;-27,86;-49,77
Riqueza;SC;Chapecó;-27,06;-53,32
Rodeio;SC;Blumenau;-26,92;-49,36
Romelândia;SC;Maravilha;-26,67;-53,31
Salete;SC;Rio do Sul;-26,98;-50
Saltinho;SC;Maravilha;-26,6;-53,05
Salto Veloso;SC;Videira;-26,9;-51,4
Sangão;SC;Tubarão;-28,63;-49,12
Santa Cecília;SC;Curitibanos;-26,96;-50,42
Santa Helena;SC;São Miguel do Oeste;-26,93;-53,61
Santa Rosa de Lima;SC;Braço do Norte;-28,03;-49,12
Santa Rosa do Sul;SC;Araranguá;-29,13;-49,7
Santa Terezinha;SC;Rio do Sul;-26,77;-50
Santa Terezinha do Progresso;SC;Maravilha;-26,61;-53,2
Santiago do Sul;SC;Chapecó;-26,63;-52,68
Santo Amaro da Imperatriz;SC;Florianópolis;-27,68;-48,77
São Bernardino;SC;São Lourenço do Oeste;-26,47;-52,96
São Bento do Sul;SC;São Bento do Sul;-26,25;-49,37
São Bonifácio;SC;Florianópolis;-27,9;-48,92
São Carlos;SC;Chapecó;-27,07;-53
São Cristovão do Sul;SC;Curitibanos;-27,26;-50,44
São Domingos;SC;Xanxerê;-26,55;-52,53
São Francisco do Sul;SC;Joinville;-26,24;-48,63
São João do Oeste;SC;São Miguel do Oeste;-27,09;-53,59
